Title,Author,Description,Genres,cover
"Jeremy Thatcher, Dragon Hatcher",Bruce Coville,"If Howard Morton and Freddie the Frog Killer were trying to hold you down so that Mary Lou Hutton could kiss you, you might run as fast as Jeremy Thatcher did the day he stumbled into Mr. Elives' Magic Shop. And if you stumbled into that strange shop, you, too, might be asked to make a choice. What would you buy? The Chinese rings? The Skull of Truth? Or the dragon's egg?And if you did buy the dragon's egg, what would you do when you found out you were supposed to hatch it?","['Fantasy', 'Dragons', 'Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Magic', 'Adventure', 'Juvenile', 'Urban Fantasy']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1178208656l/770614._SX318_.jpg
Time And Eternity: Exploring God's Relationship To Time,William Lane Craig,"Time and Eternity deals with difficult issues in modern physics and brings them into relation with traditional theological doctrines. Craig has done a great work, and it is marvelous that now the philosophy of religion is engaging with the philosophy of science to the great benefit of both.--John R. LucasFellow of Merton College, Oxford University Time and Eternity offers a comprehensive discussion of the problems in the concepts of time and eternity on the basis of an extraordinary familiarity with a vast number of recent contributions to this issue from scientists and philosophers. The argument is subtle and precise. Particularly important are the sections on the impact of the different versions of relativity theory on the concept of time.... The book offers a plausible argument for a realistic conception of temporal process and for God's involvement in the temporal distinctions and processes because of His presence in His creation.--Wolfhart PannenbergProfessor of Systematic TheologyLudwig Maximilliens Universitaet-Muenchen, Germany As a scientist doing theoretical research in gravitational physics and quantum cosmology, I found Dr. Craig's thoughtful book highly interesting. He has carefully given arguments defending several different viewpoints for each of the many issues about time that he discusses, followed by critiques in which he emphasizes his own opinion. Reading Time and Eternity has forced me to develop better arguments for my own opinions (which differ considerably from Craig's).... I am certain that Time and Eternity will also stimulate your thinking about this fascinating subject and your appreciation for the God who created time as part of the marvelous universe He has given us.--Don N. PageProfessor of Physics and Fellow of the Cosmology and Gravitation Program of the Canadian Institute for Advanced ResearchUniversity of Alberta, Edmonton, Alberta, Canada William Lane Craig is one the leading philosophers of religion and one of the leading philosophers of time. In this book, he combines his expertise in these areas to produce an original, erudite, and accessible theory of time and God that will be of great interest to both the general public and scholars. It is a rewarding experience to read through this brilliant and well-researched book by one of the most learned and creative thinkers of our era.--Quentin SmithProfessor of Philosophy, Western Michigan University In Time and Eternity, William Lane Craig defends the remarkable conclusion that ""God is timeless without creation and temporal since creation."" Craig argues his case philosophically by carefully weighing evidence for and against divine temporality and personhood in light of dynamic versus static theories of time and their warrants, in turn, in a Lorentzian interpretation of special relativity and an objective, mind-independent theory of becoming, including fascinating excursions into Big Bang cosmology and the philosophy of mathematics. As the latest in his series of ground-breaking books, Time and Eternity summarizes and extends Craig's previous technical arguments and conveys them to a more general audience. It is a must-read for anyone seriously interested in the problem of time and eternity in Christian philosophy.--Robert RussellProfessor of Theology and ScienceGraduate Theological Union, Berkeley, Calif. The nature of time is a continuing source of puzzlement both to science and in everyday life. It is also an important issue in theological understandings of the nature of God. In this interesting book, Professor Craig tackles this complex set of topics in a clear way. His discussion of the interrelated scientific, philosophical, and theological issues clears up many previous misconceptions and proposes a plausible understanding of the relation of God to time and eternity that many will find helpful.--George EllisProfessor of Mathematics and Applied MathematicsUniversity of Capetown","['Philosophy', 'Theology', 'Science', 'Christianity', 'Religion', 'Nonfiction', 'Physics', 'Faith']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369824398l/1265524.jpg
Hunting Fear,Kay Hooper,"Lucas Jordan has an extraordinary psychic skill that police all over the country find invaluable: he locates missing people. And since being recruited by Noah Bishop for his FBI Special Crimes Unit, Lucas has learned to hone his remarkable ability so that what he does seems little short of miraculous.He's called in on what appear to be a series of ordinary kidnappings-for-ransom, but almost immediately Lucas realizes the situation is far from ordinary -- and more deadly than anything he's ever faced before. Because a brilliant, twisted madman is out to win a sick game, matching his wits against the best hunter he can find: Lucas.From the Hardcover edition.","['Mystery', 'Paranormal', 'Romance', 'Fiction', 'Romantic Suspense', 'Suspense', 'Thriller', 'Mystery Thriller', 'Paranormal Romance', 'Crime']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388283674l/194003.jpg
The Sword in the Stone (Little Golden Book),Carl Memling,,"['Childrens', 'Picture Books', 'Classics', 'Fiction']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342551384l/15756835.jpg
Larceny and Old Lace,Tamar Myers,"For Whom The Bell Pulls Tolls As owner of the Den of Antiquity, recently divorced(but never bitter!) Abigail Timberlake is accustomed to delving into the past, searching for losttreasures, and navigating the cutthroat world of rival dealers at flea marketsand auctions. Still, she never thought she'd be putting her expertise in mayhemand detection to other use -- until crotchety ""junque"" dealer, Abby's aunt Eulonia Wiggins, was found murdered!Although Abigail is puzzled by the instrument of death -- an exquisite antiquebell pull that Aunt Eulonia never would have had the taste to aquire -- she's willing to let the authorities find the culprit. But now, Auntie's priceless lace is missing,and somebody's threatened Abby's most priceless possession: her son, Charlie.It's up to Abby to put the murderer ""on the block.""","['Mystery', 'Cozy Mystery', 'Fiction', 'Humor', 'Mystery Thriller', 'Suspense', 'Adult']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424919387l/905736.jpg
Third Time Lucky,Pippa Croft,"For fans of Sylvia Day and E.L. James, the third and final part of this exciting romance series.'It's Sister Dixon from the Royal Infirmary here. I'm sorry to tell you that Captain Hunt has been involved a serious incident.'It's the start of the Easter holidays and Lauren Cusack should be heading back to Washington before her final term at Wyckham College, Oxford. But this call changes everything. Her relationship with impossibly handsome aristocrat Alexander Hunt has been turbulent, passionate and addictive. Lauren knows she needs to walk away, but as she now rushes to his side she knows she will be sucked back into his world.And sure enough, Alexander - even a seriously injured Alexander - is an intoxicating cocktail Lauren cannot resist and despite everything that is sent to thwart them - and with Alexander there is drama at every turn - she finds herself happier than she's ever been.But as her final term races by, and she is offered the perfect job back in Washington whilst Alexander is tied to his Estate, the impossibility of their romance hits home.The love trials of Lauren and Alexander continue in the third book in Pippa Croft's brilliant new Oxford Blue romance series.","['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'College', 'Chick Lit', 'New Adult', 'Drama']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397645650l/21523076.jpg
Tokyo-Montana Express,"Richard Brautigan, Robert Pépin (Translator)","On trouve de tout à bord du Tokyo-Montana express, des restaurants où toutes les serveuses sont choisies par le patron et se ressemblent comme des sosies et d'autres où personne ne vient, un taxi plein de carpes, des chiens errants, la plus petite tempête de neige jamais recensée (à deux flocons) et le plus grand filme érotique du monde (...).Cela tient du haïku et du croquis sur un bout de nappe, du vide-poches et de l'autoportrait de l'artiste en puzzle. Un long bouquet -superbement traduit- de ces feux d'artifice que Baudelaire appelait des ""fusées"". Brautigan y est passé maître, il y a là au moins une douzaine de chefs-d'oeuvre instantanés. Michel Braudeau, L'Express, 1982.","['Fiction', 'Short Stories', 'Poetry', 'Japan', 'Literature', 'Novels', '20th Century', 'American', 'Humor', 'The United States Of America']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166504982l/12574.jpg
"The Hobbit, or There and Back Again",J.R.R. Tolkien,"In a hole in the ground there lived a hobbit. Not a nasty, dirty, wet hole, filled with the ends of worms and an oozy smell, nor yet a dry, bare, sandy hole with nothing in it to sit down on or to eat: it was a hobbit-hole, and that means comfort.Written for J.R.R. Tolkien’s own children, The Hobbit met with instant critical acclaim when it was first published in 1937. Now recognized as a timeless classic, this introduction to the hobbit Bilbo Baggins, the wizard Gandalf, Gollum, and the spectacular world of Middle-earth recounts of the adventures of a reluctant hero, a powerful and dangerous ring, and the cruel dragon Smaug the Magnificent. The text in this 372-page paperback edition is based on that first published in Great Britain by Collins Modern Classics (1998), and includes a note on the text by Douglas A. Anderson (2001).","['Fantasy', 'Classics', 'Fiction', 'Adventure', 'Young Adult', 'Science Fiction Fantasy', 'High Fantasy', 'Childrens', 'Epic Fantasy', 'Novels']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546071216l/5907.jpg
"Ms. Marvel, Vol. 2: Generation Why","G. Willow Wilson (Goodreads Author), Adrian Alphona (Artist), Jacob Wyatt (Artist)","Who is the Inventor, and what does he want with the all-new Ms. Marvel and all her friends? Maybe Wolverine can help! If Kamala can stop fan-girling out about meeting her favorite super hero, that is. Then, Kamala crosses paths with Inhumanity -- by meeting the royal dog, Lockjaw! But why is Lockjaw really with Kamala? As Ms. Marvel discovers more about her past, the Inventor continues to threaten her future. Kamala bands together with some unlikely heroes to stop the maniacal villain before he does real damage, but has she taken on more than she can handle? And how much longer can Ms. Marvel's life take over Kamala Khan's? Kamala Khan continues to prove why she's the best (and most adorable) new super hero there is!Collecting Ms. Marvel(2014) #6-11.","['Comics', 'Graphic Novels', 'Young Adult', 'Marvel', 'Superheroes', 'Graphic Novels Comics', 'Fiction', 'Fantasy', 'Comic Book', 'Science Fiction']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427559332l/23017947.jpg
Recessional,James A. Michener,"MICHENER IS AMERICA'S BEST WRITER.--The Pittsburgh PressIn his stunning new novel, bestselling novelist James A. Michener draws on his unparalleled gift for storytelling, his deep understanding of American society, and his own life experiences to illuminate the challenges of aging and the folly of youth in a Florida retirement home known as the Palms.As the new, young director of the Palms, Andy Zorn suffers no shortage of loving support and wise advice from his elders, a group of five passionate, outspoken residents who refuse to accept the passive roles that both society and family have handed them. Yet past scandal has driven Zorn to despondency, until he meets an extraordinary young woman in the rehab wing, who has been forced to rebuild her life in the face of crippling injuries. Now Zorn finds himself falling in love--and with the help and gentle jabs from his more mature friends, he discovers a wonderful new purpose in life....Michener hooks you with wonderfully humorous scenes. These are then interwoven between the moments of pain and heartache brought about by life choices we all must make.--Tulsa WorldEngaging...One will be drawn into the novelist's world....The lush natural setting provides James Michener plenty to show and tell.--The Washington Times","['Fiction', 'Historical Fiction', 'Novels', 'Contemporary']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387740958l/787194.jpg
The Savage Damsel and the Dwarf,Gerald Morris,"Her castle under siege by an evil knight who keeps beheading all her would-be rescuers, Lady Lynet sets out for help and finds assistance from an odd dwarf named Roger and a scruffy kitchen hand named Beaumains. As the three unlikely companions return to Lynet’s castle, they face surprising adventures, including encounters with the uncanny Squire Terence, his master, Sir Gawain, and the majestic sorceress Morgan. And somewhere along the way, Lynet discovers that people can be much more than they seem.","['Fantasy', 'Young Adult', 'Arthurian', 'Fiction', 'Historical Fiction', 'Adventure', 'Romance', 'Humor', 'Medieval', 'Magic']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443993911l/1103543.jpg
Liza Lou and the Yeller Belly Swamp,Mercer Mayer,"Gruesome creatures galore lurk in Yeller Belly Swamp, but they aren't going to stop plucky Liza Lou from getting her mother's sweet potatoes over to Gramma's place. ""This has a kick-up-your heels quality -- there's never any doubt about who's going to have the last laugh"". -- Booklist.","['Picture Books', 'Childrens', 'Fiction', 'African American', 'Juvenile', 'Fantasy', 'Cultural', 'Humor', 'Southern', 'Monsters']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1281449786l/257070.jpg
The Affinity Bridge,George Mann,"Welcome to the bizarre and dangerous world of Victorian London, a city teetering on the edge of revolution. Its people are ushering in a new era of technology, dazzled each day by new inventions. Airships soar in the skies over the city, whilst ground trains rumble through the streets and clockwork automatons are programmed to carry out menial tasks in the offices of lawyers, policemen and journalists. But beneath this shiny veneer of progress lurks a sinister side. For this is also a world where ghostly policemen haunt the fog-laden alleyways of Whitechapel, where cadavers can rise from the dead and where Sir Maurice Newbury, Gentleman Investigator for the Crown, works tirelessly to protect the Empire from her foes. When an airship crashes in mysterious circumstances, Sir Maurice and his recently appointed assistant Miss Veronica Hobbes are called in to investigate. Meanwhile, Scotland Yard is baffled by a spate of grisly murders and a terrifying plague is ravaging the slums of the city. So begins an adventure quite unlike any other, a thrilling steampunk mystery and the first in the series of ""Newbury & Hobbes"" investigations.","['Mystery', 'Fiction', 'Science Fiction', 'Historical Fiction', 'Steampunk', 'Alternate History', 'Zombies', 'Fantasy', 'Science Fiction Fantasy', 'Adventure']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348421888l/3472342.jpg
"Love Your Life: Living Happy, Healthy and Whole",Victoria Osteen,"Do you ever feel like your life is moving at the speed of light? Are you constantly trying to keep up with all of your commitments and responsibilities? In this day and age when modern communication and technology cause our lives to move faster than ever, many people struggle to strike a balance between all the segments of their lives -- family, friends, career, social obligations, and self.As co-pastor of Lakewood Church -- America's largest church -- Victoria Osteen understands intimately how day-to-day responsibilities can pile up and at times feel overwhelming. As a wife and mother, she sets the tone for her household and acts as a role model for her family. As a minister, she reaches out to an enormous community of people who look to her for guidance, strength, wisdom, and encouragement. She knows as well as anyone that operating in so many different roles can be extremely demanding, yet she has managed to find balance, living her life in the unforced rhythms of grace. If you ask her, she'll tell you that she loves her life and she wants you to love your life, too.No matter where you are in your life, no matter what responsibilities you may carry, you can find peace, balance, and enjoyment in every area of your life; but it all starts with you. You have more power inside you than you realize; all you have to do is learn to tap into what you already have! As you begin to recognize your own abilities and influence, and use them in healthy ways, all the other areas of your life will fall into order.In ""Love Your Life, "" Victoria shares from her personal life experiences and her journey of faith the lessons she's learned that have made her the woman she is today. As you read, you'll feel like you're in a conversation with a trusted friend as Victoria shows you how to tap into all that God has given you to live effectively -- as a positive influence on the world around you. You'll be inspired by stories of victory and challenged to live at a higher level. You'll read about people who have accomplished incredible things by overcoming their fears, and people who have changed the world around them by simply recognizing their own value.A life well lived does not come easily; you have to set out for it, look for it, and make it happen. ""Love Your Life"" shows how to turn the challenges of each day into opportunities to love and appreciate all that you are.","['Christian', 'Self Help', 'Nonfiction', 'Inspirational', 'Faith', 'Spirituality', 'Religion', 'Christian Non Fiction', 'Relationships', 'Christian Living']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428672900l/4185796.jpg
LaBrava,Elmore Leonard,"Photographer Joe LaBrava specialises in capturing the soul of Miami's street life & since he used to do dirty jobs for the government, he understands his subject very well. So when his friend Maury enlists his help to sort out a problem with an ex-film star, Joe is more than happy to help.","['Fiction', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Novels', 'Suspense', 'Noir', 'Contemporary', 'Adult']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347694793l/288989.jpg
The Royal Family,William T. Vollmann,"A magnificent new novel from a writer whose books, ""tower over the work of his contemporaries by virtue of their enormous range, huge ambition, stylistic daring, wide learning, audacious innovation, and sardonic wit."" (The Washington Post)In The Royal Family, William T. Vollmann uses the story of two brothers to construct a haunting series of parallels between the lives of the dispossessed and the anxious middle class. Henry Tyler is a failing private detective in San Francisco. When the love of his life, Irene--who happens to be married to his brother John, an ambitious contract lawyer--commits suicide, he clings despairingly to her ghost. Struggling to turn his grief into something precious, Henry enters into a new life of nightmare beauty and degradation as he attempts to track down the legendary Queen of the Prostitutes.Crafted out of language by turns eloquent, humorous, sensual, and obscene, and full of vividly rendered depictions of low-life bars, office politics, and hobo camps, here are Vollmann's familiar but ever surprising characters--the seekers, the vigilantes, the hypocrites, the street prostitutes. He has woven their stories into a vivid and unforgettable novel about the eerie paradoxes of possession and loss.","['Fiction', 'Contemporary', 'Novels', 'American', 'Crime', 'Mystery', 'The United States Of America', 'Literature', 'Science Fiction', 'Literary Fiction']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386921561l/45632.jpg
The Warrior's Princess,Barbara Erskine,"Jess, a young teacher in London, is attacked by someone she fears knows her well. Fleeing to her sister's house in the Welsh borders to recuperate, she is disturbed by the cries of a mysterious child. Two thousand years before, the same valley is the site of a great battle between Caractacus, king of the mighty Catuvellauni tribe, and the invading Romans. The proud king is captured and taken as a prisoner to Rome with his wife and daughter, the princess Eigon. Jess is inexorably drawn to investigate Eigon's story, and as the Welsh cottage is no longer a peaceful sanctuary she determines to visit Rome. There lie the connections that will reveal Eigon's astonishing life - and which threaten to reawaken Jess's own tormentor.Barbara Erskine's ability to weave together the past and the present, shedding light on a real but little-known figure, makes this a tremendous novel of Roman and Celtic history, passion and intrigue.","['Historical Fiction', 'Historical', 'Fantasy', 'Fiction', 'Time Travel', 'Supernatural', 'Paranormal', 'Romance', 'Thriller', 'Mystery']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332462498l/4545718.jpg
Doctor Who: Storm Harvest,"Robert Perry, Mike Tucker","Years after the extinction of its indigenous races, the sea-world of Coralee is populated by human and dolphin colonists. They are ignorant of what caused the original population to die out, but tales of vicious monsters proliferate.An underwater massacre makes the Doctor and Ace wonder if one aspect of the legends, the acquatic Krill, might be real after all -- and if so, if they are as deadly as the stories say.","['Doctor Who', 'Science Fiction', 'Fiction', 'Doctors', 'Media Tie In']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1206807456l/474777.jpg
Perang Eropa Jilid III,P.K. Ojong,"Buku Perang Eropa jilid III ini dimulai dengan kisah pendaratan Sekutu di Pantai Normandia, Perancis, 6 Juni 1944, yang dikenal dengan nama D-Day, dan ditutup dengan menyerahnya Jerman Nazi pada awal Mei 1945.Dalam buku ini ditampilkan ilustrasi mengenai para prajurit dari berbagai negara yang terlibat dalam PD II, dalam halaman full color. Perang Dunia II yang merupakan peperangan terbesar dalam sejarah umat manusia.Dengan munculnya jilid ketiga ini, berarti lengkap sudahlah karya P.K. Ojong mengenai sejarah Perang Dunia II yang dibukukan kembali oleh Penerbit Buku Kompas yang terdiri dari tiga jilid Perang Eropa dan satu jilid Perang Pasifik.","['History', 'Nonfiction', 'Indonesian Literature']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569512325l/1387640._SX318_.jpg
The Boys of My Youth,Jo Ann Beard,"Rarely does the debut of a new writer garner such attention & acclaim. The excitement began the moment ""The Fourth State of Matter,"" one of the fourteen extraordinary personal narratives in this book, appeared in the pages of The New Yorker. It increased when the author received a prestigious Whiting Foundation Award in November 1997, & it continued as the hardcover edition of The Boys of My Youth sold out its first printing even before publication. The author writes with perfect pitch as she takes us through one woman's life -- from childhood to marriage & beyond -- & memorably captures the collision of youthful longing & the hard intransigences of time & fate.","['Memoir', 'Essays', 'Nonfiction', 'Short Stories', 'Biography Memoir', 'Autobiography', 'Contemporary', 'Biography', 'Womens', 'Writing']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440712397l/202372._SY475_.jpg
The Great Man,Kate Christensen,"Winner of the PEN/Faulkner Award for Fiction Oscar Feldman, the renowned figurative painter, has passed away. As his obituary notes, Oscar is survived by his wife, Abigail, their son, Ethan, and his sister, the well-known abstract painter Maxine Feldman. What the obituary does not note, however, is that Oscar is also survived by his longtime mistress, Teddy St. Cloud, and their daughters. As two biographers interview the women in an attempt to set the record straight, the open secret of his affair reaches a boiling point and a devastating skeleton threatens to come to light. From the acclaimed author of The Epicure's Lament, a scintillating novel of secrets, love, and legacy in the New York art world.","['Fiction', 'Art', 'Novels', 'Contemporary', 'Literary Fiction', 'Womens', 'Book Club', 'Adult Fiction', 'Adult', 'New York']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320545934l/2233479.jpg
The Siege of Macindaw,John Flanagan,"Now a full-fledged Ranger, Will must rescue his friend Alyss from a rogue knight and uncover vital information needed to ward off a Scotti invasion.","['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Middle Grade', 'Action', 'Medieval', 'Teen', 'Young Adult Fantasy', 'High Fantasy']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327445821l/1814843.jpg
2005 - Thanks for the Vodka,"Harpie, Karl Wiggins (Goodreads Author)",,"['Mental Health', 'Memoir', 'Mental Illness']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468271460l/30992254._SY475_.jpg
Bøvl med bandagerne,Dennis Jürgensen,"2t 40mFor femte og sidste gang står der problemer på menuen for Neanderslottets beboere. Eller det vil sige tidligere beboere, for fundamentet er sunket sammen, og slottet ligger under vand. Samtidig er Mummy ved at tabe sine sidste bandager. Hvis han mister dem alle, dør han (igen). Staklen fryser nu så seriøst, at han skal have hjælp hurtigt. Heldigvis er Freddy med på den med det samme, så turen går til Egypten efter de originale bandager til Mummy. Efter en længere kamp lykkedes det da også for selskabet at komme frem til pyramiderne, og her viser Mummy hidtil ukendte sider af sig selv. Hans omtågede sind klarer op, og han viser sig som en uvurderlig hjælp, da de forvilder sig ind i den dødsensfarlige pyramide. Han er dog ikke så klar i hovedet, at det ikke lykkedes selskabet at blive spredt for alle vinde i det labyrintiske indre.","['Fantasy', 'Danish', 'Childrens', 'Fiction', 'Audiobook', 'Humor', 'Vampires', 'Monsters', 'Werewolves', 'Denmark']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1258997411l/7187899.jpg
Big Chief Elizabeth: The Adventures and Fate of the First English Colonists in America,Giles Milton,"In April 1586, Queen Elizabeth I acquired a new and exotic title. A tribe of Native Americans had made her their weroanza—a word that meant ""big chief"". The news was received with great joy, both by the Queen and her favorite, Sir Walter Ralegh. His first American expedition had brought back a captive, Manteo, who caused a sensation in Elizabethan London. In 1587, Manteo was returned to his homeland as Lord and Governor, with more than one hundred English men, women, and children. In 1590, a supply ship arrived at the colony to discover that the settlers had vanished.For almost twenty years the fate of Ralegh's colonists was to remain a mystery. When a new wave of settlers sailed to America to found Jamestown, their efforts to locate the lost colony were frustrated by the mighty chieftain, Powhatan, father of , who vowed to drive the English out of America. Only when it was too late did the settlers discover the incredible news that Ralegh's colonists had survived in the forests for almost two decades before being slaughtered in cold blood by henchmen. While Sir Walter Ralegh's ""savage"" had played a pivotal role in establishing the first English settlement in America, he had also unwittingly contributed to one of the earliest chapters in the decimation of the Native American population. The mystery of what happened to these colonists who seemed to vanish without a trace lies at the heart of this well-researched work of narrative history.","['History', 'Nonfiction', 'American History', 'Biography', 'The United States Of America', 'Tudor Period', 'Historical', 'Adventure', '16th Century', 'British Literature']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311984369l/518853.jpg
Aunt Dimity and the Duke,Nancy Atherton,"Emma Porter is forty, fat, frumpy, and a passionate amateur gardener. When her longtime lover dumps her for a younger woman, Emma escapes the cloying sympathy of family and friends by setting out on a summer-long driving tour of England's glorious gardens. A Dimity-contrived coincidence brings her to Penford Hall, a sprawling Gothic mansion in Cornwall, where she finds a duke in search of a missing lantern with extraordinary powers. Suspecting there's more than one mystery to be solved at Penford Hall, Emma accepts the duke's invitation to stay on and restore the once glorious chapel garden to its former beauty. The dark rumors surrounding a rock star and the near-death of the duke's beautiful cousin confirm Emma's suspicions, and set her--with Aunt Dimity's ghostly guidance--on the path to Penford Hall's secrets and the pleasure of unexpected love.","['Mystery', 'Cozy Mystery', 'Fiction', 'Romance', 'Paranormal', 'British Literature', 'Mystery Thriller', 'Fantasy', 'Supernatural', 'Adult Fiction']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403918574l/511263.jpg
Dina's Book,Herbjørg Wassmo,"On the scale of Gone with the Wind and War and Peace, this grand, sweeping epic will enthrall readers just as Dina bewitches everyone she meets.Set in Norway in the mid-nineteenth century, Dina's Book presents an extraordinary heroine. Beautiful, eccentric, and tempestuous, Dina carries a terrible burden: at the age of five she accidentally causes her mother's death. Blamed by her father and banished to a farm, she grows up untamed and untaught. Nobody leads the child through her grief, and the accident remains a gruesome riddle of death. Her guilt becomes her obsession: her unforgiving mother haunts her every day.After several years of exile, and at the insistence of the local pastor, her father takes Dina back. By now she has become like a wolf cub. Her father has remarried, to a younger woman whom she detests, and a strict discipline begins. A tutor is brought in; coarse language is replaced by polite conversation, climbing to the top of the trees by music. But the efforts have little effect. Private and closely guarded, Dina nonetheless is able to manipulate those around her, while her unconventional behavior and erotic power both enchant and ensnare.At sixteen Dina is married off to wealthy fifty-year-old landowner Jacob, a friend of her father who has fallen completely under her spell. Jacob dies under mysterious circumstances, and Dina becomes mute. When finally she emerges from her trauma, she runs Jacob's estate with an iron hand. But still Dina wrestles with her two unappeased ghosts: Jacob and her mother. Until one day a mysterious stranger, the Russian wanderer Leo, enters her life and changes it forever.","['Fiction', 'Historical Fiction', 'Scandinavian Literature', 'Historical', 'Novels', 'Romance', 'Literature', 'Roman', 'Classics', 'Contemporary']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459977507l/1691271.jpg
Constantinople,Edmondo de Amicis,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.","['Travel', 'History', 'Nonfiction', 'Italian Literature']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1183500022l/1427029._SY475_.jpg
Retribution,Jilliane Hoffman,C.J. Townsend is a brilliant prosecutor known for keeping her cool even when trying the most horrific cases. The latest: an accused serial killer who savors cruelty and considers murder an art. But this case is different. C.J. recognizes the suspect. She knows what he's capable of. After all these years she still has the nightmares to prove it. Now she's walking a fine line between justice and revenge. Even C.J. isn't prepared for where it will take her.,"['Thriller', 'Crime', 'Mystery', 'Fiction', 'Suspense', 'Mystery Thriller', 'Legal Thriller', 'Romance', 'Adult', 'Roman']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375371701l/90334.jpg
The Murders in the Rue Morgue,Edgar Allan Poe,"The Murders in the Rue Morgue is a short story by Edgar Allan Poe published in Graham's Magazine in 1841. It has been recognized as the first modern detective story; Poe referred to it as one of his ""tales of ratiocination"".","['Classics', 'Mystery', 'Short Stories', 'Fiction', 'Horror', 'Crime', 'Gothic', 'Detective', '19th Century', 'American']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409105459l/3301759.jpg
Dorsai!,Gordon R. Dickson,"aka The Genetic GeneralThroughout the Fourteen Worlds of humanity, no race is as feared and respected as the Dorsai. The ultimate warriors, they are known for their deadly rages, unbreakable honor, and fierce independence. No man rules the Dorsai, but their mastery of the art of war has made them the most valuable mercenaries in the known universe. Donal Graeme is Dorsai, taller and harder than any ordinary man. But he is different as well, with talents that maze even his fellow Dorsai. And once he ventures out into the stars, the future will never be the same.","['Science Fiction', 'Fiction', 'Military Fiction', 'Military Science Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Fantasy', 'Space', 'War', 'Classics']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389845085l/263111.jpg
